"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/16/2023","AQS","010030010","1","0.046","ppm","43","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/17/2023","AQS","010030010","1","0.045","ppm","42","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/18/2023","AQS","010030010","1","0.044","ppm","41","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/19/2023","AQS","010030010","1","0.03","ppm","28","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/20/2023","AQS","010030010","1","0.032","ppm","30","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/21/2023","AQS","010030010","1","0.034","ppm","31","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/22/2023","AQS","010030010","1","0.054","ppm","50","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/23/2023","AQS","010030010","1","0.044","ppm","41","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/24/2023","AQS","010030010","1","0.035","ppm","32","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/25/2023","AQS","010030010","1","0.051","ppm","47","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/26/2023","AQS","010030010","1","0.045","ppm","42","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/27/2023","AQS","010030010","1","0.052","ppm","48","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/28/2023","AQS","010030010","1","0.055","ppm","51","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/29/2023","AQS","010030010","1","0.056","ppm","54","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/30/2023","AQS","010030010","1","0.059","ppm","64","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/31/2023","AQS","010030010","1","0.049","ppm","45","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/01/2023","AQS","010030010","1","0.036","ppm","33","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/02/2023","AQS","010030010","1","0.042","ppm","39","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/03/2023","AQS","010030010","1","0.048","ppm","44","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/04/2023","AQS","010030010","1","0.04","ppm","37","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/05/2023","AQS","010030010","1","0.036","ppm","33","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/06/2023","AQS","010030010","1","0.04","ppm","37","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/07/2023","AQS","010030010","1","0.049","ppm","45","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/08/2023","AQS","010030010","1","0.061","ppm","71","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/09/2023","AQS","010030010","1","0.067","ppm","90","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/10/2023","AQS","010030010","1","0.067","ppm","90","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/11/2023","AQS","010030010","1","0.052","ppm","48","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/12/2023","AQS","010030010","1","0.043","ppm","40","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/13/2023","AQS","010030010","1","0.037","ppm","34","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/14/2023","AQS","010030010","1","0.025","ppm","23","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/15/2023","AQS","010030010","1","0.027","ppm","25","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/16/2023","AQS","010030010","1","0.045","ppm","42","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/17/2023","AQS","010030010","1","0.042","ppm","39","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/18/2023","AQS","010030010","1","0.044","ppm","41","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/19/2023","AQS","010030010","1","0.034","ppm","31","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/20/2023","AQS","010030010","1","0.045","ppm","42","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/21/2023","AQS","010030010","1","0.056","ppm","54","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/22/2023","AQS","010030010","1","0.047","ppm","44","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/23/2023","AQS","010030010","1","0.049","ppm","45","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/24/2023","AQS","010030010","1","0.056","ppm","54","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/25/2023","AirNow","010030010","1","0.029","ppm","27","FAIRHOPE, Alabama","24","100.0000","44201","Ozone","","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/26/2023","AirNow","010030010","1","0.034","ppm","31","FAIRHOPE, Alabama","24","100.0000","44201","Ozone","","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/27/2023","AirNow","010030010","1","0.033","ppm","31","FAIRHOPE, Alabama","24","100.0000","44201","Ozone","","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/29/2023","AQS","010030010","1","0.058","ppm","61","FAIRHOPE, Alabama","14","82.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/30/2023","AQS","010030010","1","0.061","ppm","71","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/01/2023","AQS","010030010","1","0.052","ppm","48","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/02/2023","AQS","010030010","1","0.053","ppm","49","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/03/2023","AQS","010030010","1","0.037","ppm","34","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/04/2023","AQS","010030010","1","0.034","ppm","31","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/05/2023","AQS","010030010","1","0.03","ppm","28","FAIRHOPE, Alabama","17","100.0000","44201","Ozone","087","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
